job_title,skills
IT Claims Consultant Principal Solutions,"Software implementation, Integration across functions and regions, Complex configuration, System testing, Customization of software utilities, Solution design support, Business requirements gathering, Business case development, Application/system/process evolution, Data analysis, Process improvement, Standardized tools and templates development"
 Employee Relations Consultant,"Employment law knowledge, Investigations skills, Data analysis, Proficiency with MS Office"
"Strategy Insights & Planning Consultant, Health Ecosystems","Market research, Value communications, Research methodology, Study design, Health ecosystems expertise, Project management, Thought leadership, Business development"
 IT Business Relationship Manager,"IT Business Relationship Management, Project Management, IT Strategy Development, Business Process Knowledge, GxP Validation, Vendor Management, Program Management, Networking, Project Leadership, Risk Management"
Leasing Consultant | Villa Blanco,"Sales/Customer Service Experience, Microsoft Office Suite proficiency, Software Applications proficiency"
Fine Art Sales Consultant,"Sales, Fine Art, Photography, Relationship Building"
 Diversity Consultant,"Data analysis, Project management, Diversity program development, Interpretation of regulatory requirements, Cross-functional collaboration, Metric development, Presentation preparation, Budget planning, Program evaluation, Policy development, Compliance monitoring"
 Infrastructure Consultant 1 - Wintel Admin,"Wintel Admin, Engineering Solutions, Windows Server Administration, Microsoft Technologies, Active Directory, System Center Components, Patch Management, Application Software Delivery, VMware ESX, Vulnerability Management, Systems Documentation, Performance Optimization, SLA Management, Project Management, Governance, Compliance, Quality Management, Stakeholder Communication, Best Practices Deployment"
 Systems Administrator I,"Systems administration, Networking technologies (DNS, DHCP, WINS), Windows Server 2012, Active Directory, Cisco Telephony/Router Solutions, VMware"
Systems Administrator,"Systems Administration (Windows & Linux), Windows Server system administration, Scripting (PowerShell), LAN, WAN, Internet, and data networks configuration, SQL, Octopus Deploy, ITIL Foundations, System backup and restore testing, Disaster Recovery planning and testing"
 Systems Administrator,"Networking, Active Directory, Infrastructure hardware and software, Network firewall, routers, and switches, VMware ESXi, Group Policy, Exchange Server, Windows scripting, PowerShell, Backup and recovery, LAN/WAN networking, BGP, OSPF, static routing, TCP/IP protocol & configuration, OSI 7 Layer Model, Virtual networking, Disaster recovery, Business continuity, Enterprise antivirus solutions, Microsoft SQL, SAN, Meraki/Cisco routers and switches, Advanced firewall practices, Microsoft Azure"
System Administrator SFO,"Server operations, NTFS file permissions, Server troubleshooting, Server Hardware, Server Software/operating systems, Basic network topology, Windows 7 and 10 operating systems, Call tracking applications, Customer service practices"
Systems Administrator,"System Administration, Hardware and Software Management, System Documentation, System Performance Tuning, Backup/Recovery, Vendor Product Evaluation, Policies and Standards Management, AWS Operations, Technical Support, Database Management, Application Coding, Patch Management, Scripting (Python, Perl), Operating Systems"
" (WMS) Systems Administrator III, 3rd Shift","Warehouse Management System (WMS) Setup, WMS Rules Implementation, System Issue Troubleshooting, Data Analysis, Process Testing, User Roles Management, Microsoft Office (Word, Excel, Visio, Outlook), Training Delivery"
Senior Network & Systems Administrator,"**Technical Skills**, Design, Configuration, Monitoring, Troubleshooting, Windows, Linux, VoIP, Storage, Network environments, Problem resolution, -hour on-call support, Cloud architecture, Office 365 configuration, VMware, Hyper-V, Cisco UCCX, Cisco routers, Cisco switches, Firewalls, Scripting, PowerShell, VB Script, Automation/Configuration management tools, Linux/Unix management, LAN/WAN protocols, MPLS, iSCSI SANs, Netbackup, JBoss, IIS, Dynamics CRM, Dynamics AX"
STOPS SYSTEMS ADMINISTRATOR 1,"System software management, Operating systems support, Software troubleshooting, IP address management, System backup and recovery, Data integrity monitoring"
 TITLE IT RETAIL SYSTEMS APPLICATION ADMINISTRATOR,"Retail systems management, Application support, Change management, Vendor management, Data reconciliation, Configuration management, System administration, Project management, Process documentation"
System Administrator,"System Administration, Mac Hardware, Mac Software, Hardware Troubleshooting, Software Troubleshooting, Network Troubleshooting, Ticket Tracking, Software Installation, Patch Management, Account Provisioning, Google Apps, A/V Solutions"
 Windows Systems Administrator,"Windows Servers, Exchange 2013, SCCM (System Center Configuration Manager), Active Directory, Operating system software installation and troubleshooting, Networking protocols (TCP/IP, DNS), High Availability and Disaster Recovery solutions, Microsoft Cluster Server, Systems design and implementation using Microsoft technologies"
Systems Administrator,"Installing/supporting/maintaining servers, Managing Active Directory, Planning for and responding to service outages, Backup management, Basic scripting, Reviewing infrastructure for efficiency improvements, Upgrading systems, Monitoring Microsoft Windows servers and clients, Managing VMWare virtual machines, Managing Active Directory, Setting up administrator and service accounts, System documentation maintenance, System performance tuning, Installing system wide software, Allocating mass storage space, Backup/Recovery Software, Understanding of NTFS file permissions, Familiarity with Microsoft DFS, PowerShell, Office 365"
Systems Administrator,"Desktop support, Hardware troubleshooting, Software troubleshooting, Network troubleshooting, Calibration of monitors, Workstation setup and installation"
 Systems Administrator,"Experience managing a help desk, Active Directory Users and Computers, DNS, DHCP, GPOâs, Office 365 Exchange, Troubleshooting, VPN and network diagnostics, System backups and restores, Application of OS and firmware updates"
 Level 1 Systems Administrator,"Windows Server administration, Network administration, Hardware and software knowledge, Windows Server 2008 R2 and higher, SQL Server 2008 R2 and higher, Active Directory Maintenance, Group Policy management, Hyper-V Management & Replication, VMWare/vSAN Technologies, TCP/IP protocol suite, Industry standard security policies, Vulnerability scanning, Change configuration management, Sophos hardware and software, Backup and recovery processes, PowerShell scripting, Storage technology"
IT Systems Administrator,"Windows server administration, Active Directory, DNS, Office 365/Exchange environment, VMWare, NetApp, Backup and Disaster recovery, ITIL Change and Problem Management Processes, Project Management, SAN/NAS management, SQL platforms, Hardware and network analysis"
Systems Administrator and Technology Specialist,"UNIX system administration, Windows and Macintosh systems, Scripting languages (e.g., Perl), Scientific programming, Perl, C, C++, Java, Python, Apache, PHP, HTML, XML, CIF, ASN.1, SQL, BLAST, TCP/IP, NFS, Samba, NIS"
 Sr. Systems Admin,"Microsoft Server, Windows-based systems, POS systems, Retail hardware imaging, Systems design, Windows client system imaging, System documentation, Infrastructure management, MS SCCM, Windows 7 and 10, Server 2012 and 2016, Hyper-V, C, PowerShell, Javascript (MVC and AngularJS), Active Directory (AD), Group Policy Objects (GPOs), Systems hardening, PCI compliance, SOX compliance, Point of Sale (POS), Remote support, Infrastructure theories and principles, Virtualization Technologies, LAN/WAN/Firewall/VPN network technologies, Problem-solving"
 Computer Systems Administrator,"Windows SCCM, Hyper-V servers, Linux Servers, PowerShell, Server administration, Virtual machines, Disaster recovery, Software deployment, Networking, Hardware troubleshooting, Scripting"
Systems Desktop Administrator,(Note: The level of experience required and the technical skills listed suggest some level of education or training in addition to professional experience is expected.)
Operations Systems Administrator,"System Administration, Windows Server, Linux Server, PowerShell, Visual Basic, Active Directory, Scripting, Operating Systems"
IT Systems Administrator,"Office 365 adoption, Project management, Business analysis, Training delivery, Microsoft Office 365 apps, SharePoint, Azure, Visio, PowerPoint"
 IT Support Administrator (Contract),"Windows 7 experience, Microsoft Active Directory, Microsoft Exchange, Operating system imaging software, Troubleshooting skills, Microsoft desktop operating systems and software, Computer hardware knowledge, IT ticket system, Mac OSX support, VOIP phone support, Asset and software tracking, SharePoint, Microsoft SCCM, A+ certification, Microsoft certification"
 Senior Network and Systems Administrator,"Experience-Related Skills:, Five (5) years progressively responsible experience, Two (2) years' experience with at least five (5) of the listed technical skills"
